family,filename,source_note,is_malware,sha256,md5,file_size_bytes,file_entropy,architecture,compile_timestamp,timestamp_year,temporal_bucket,num_sections,characteristics,dll_characteristics,has_aslr,has_dep,has_cfg,no_protections,subsystem,image_base,size_of_image,size_of_headers,small_header_flag,checksum,checksum_is_zero,linker_version,os_version,used_data_directory_count,has_bound_imports,entry_point_rva,entry_point_section,ep_is_in_last_section,section_names,max_section_entropy,avg_section_entropy,high_entropy_flag,suspicious_section_name,raw_virtual_mismatch,packer_section_detected,empty_section_name_count,exec_section_count,rwx_section_flag,writable_exec_section_count,entropy_bucket_0_low,entropy_bucket_1,entropy_bucket_2,entropy_bucket_3,entropy_bucket_4_high,import_count,import_dll_count,zero_imports,few_imports_flag,unpack_imports_flag,unpack_imports_count,inject_imports_flag,inject_imports_count,anti_analysis_imports_flag,anti_analysis_imports_count,crypto_imports_flag,crypto_imports_count,network_imports_flag,network_imports_count,dynamic_resolution_flag,ordinal_only_import_count,ordinal_only_ratio,export_count,has_exports,has_digital_signature,has_debug_directory,has_tls,resource_count,has_overlay,overlay_entropy,ep_rva_zero,timestamp_anomaly,size_of_image_vs_file,packing_score,total_string_count,extracted_urls,extracted_ips,extracted_onions,extracted_domains,extracted_useragents,url_count,ip_count,has_url_strings,has_shell_strings,has_registry_strings,has_crypto_strings,has_inject_strings,has_network_strings,has_mutex_strings,extracted_mutexes,has_dynamic_api_strings,dynamic_api_string_count,has_useragent_strings,has_base64_blobs,base64_blob_count,has_filepath_strings,filepath_string_count,triage_score,triage_tier,triage_fired,family_match,family_confidence,family_scores
sality,026c3a6ca8d97570ffb364d55e656d213a00b674dcc79fc5b9e67b267db39a21.zip→026c3a6ca8d97570ffb364d55e656d213a00b674dcc79fc5b9e67b267db39a21.exe,manual,1,026c3a6ca8d97570ffb364d55e656d213a00b674dcc79fc5b9e67b267db39a21,8a2e00dd9a570e09f7fa84be959cddc9,83968,7.7863,x86,2018-09-03 18:58:49,2018,2015_2019,8,0x30f,0x0,0,0,0,1,2,0x400000,110592,1024,0,0,1,2.29,4.0,4,0,5312,.text,0,".text, .data, .rdata, .bss, .idata, .crt, .tls, .rsrc",7.9711,2.9409,1,0,0,0,0,2,1,2,4,2,1,0,1,49,3,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,1,3,0,0.0,0,0,1.32,4,420,,,,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,39,HIGH,PE checksum zeroed (packer artefact); RWX section (self-modifying unpacker); No ASLR/DEP (legacy or manual build); Unpacking API imports (VirtualAlloc etc.); Anti-debug/anti-analysis API imports; High-entropy section (encrypted payload); TLS directory (pre-EP execution),Sality,STRONG,Sality:100% | Virut:75% | Upatre:70% | Zeus:58%
sality,033056e2a4dc8e10c9ba7d7ec078376a565d02046bb632bcd6c3be336a92a36e.zip→033056e2a4dc8e10c9ba7d7ec078376a565d02046bb632bcd6c3be336a92a36e.exe,manual,1,033056e2a4dc8e10c9ba7d7ec078376a565d02046bb632bcd6c3be336a92a36e,a77d393d861eb34e71b888e7d9a97115,720528,7.9261,x86,2004-12-01 17:52:48,2004,pre_2015,3,0x10f,0x0,0,0,0,1,2,0x400000,1736704,4096,0,0,1,7.10,4.0,4,0,1655568,data,0,"test, data, .rsrc",7.9233,5.2568,1,1,0,0,0,3,1,3,1,0,0,0,2,9,7,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.0,0,0,0,0,1,10,1,7.8405,0,0,2.41,4,4870,,1.0.0.0 | 6.0.0.0,,,,0,2,0,0,0,1,0,1,0,,1,1,0,0,0,1,7,60,CRITICAL,PE checksum zeroed (packer artefact); RWX section (self-modifying unpacker); No ASLR/DEP (legacy or manual build); LoadLibrary+GetProcAddress (import hiding); Dynamic API name strings in binary; Anti-debug/anti-analysis API imports; Hardcoded file paths; High-entropy section (encrypted payload); Overlay data (appended payload); Network/C2 strings; Suspicious/non-standard section name; TLS directory (pre-EP execution); Crypto-related strings,Virut,WEAK,Virut:100% | Zeus:100% | Sality:93% | Lumma:86%
sality,040f8a9fbdc49c0ae2c2e3872f1fabd8ed805bb8e0baaefd6e426d5facd2a173.zip→040f8a9fbdc49c0ae2c2e3872f1fabd8ed805bb8e0baaefd6e426d5facd2a173.exe,manual,1,040f8a9fbdc49c0ae2c2e3872f1fabd8ed805bb8e0baaefd6e426d5facd2a173,2dba832a5dd60f49e3f39083dc446ebf,17421824,0.1108,x86,2010-08-12 14:54:08,2010,pre_2015,6,0x10f,0x0,0,0,0,1,2,0x400000,561152,4096,0,0,1,6.0,4.0,1,0,60725,.text,0,".text, .bss, .rdata, .data, .crt, .reloc",6.0275,2.605,0,0,0,0,0,3,1,3,3,2,1,0,0,112,6,0,0,1,3,1,4,1,4,0,0,1,3,1,0,0.0,0,0,0,0,0,0,1,0.0423,0,0,0.03,4,1073,http://89.119.67.154/testo5/ | http://kukutrustnet777.info/home.gif | http://kukutrustnet777888.info/ | http://kukutrustnet888.info/home.gif | http://kukutrustnet987.info/home.gif | http://www.klkjwre9fqwieluoi.info/,89.119.67.154,,www.microsoft.com,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 1.1.4322; .NET CLR 2.0.50728),6,1,1,0,1,0,0,0,0,,1,5,1,0,0,0,0,59,CRITICAL,PE checksum zeroed (packer artefact); RWX section (self-modifying unpacker); No ASLR/DEP (legacy or manual build); LoadLibrary+GetProcAddress (import hiding); Dynamic API name strings in binary; Unpacking API imports (VirtualAlloc etc.); Anti-debug/anti-analysis API imports; URL / domain strings (C2 infrastructure); Process injection API imports; Overlay data (appended payload); Network/C2 API imports,Emotet,WEAK,Emotet:100% | Upatre:100% | Zeus:92% | Sality:87%
sality,1248bf51c48a4325bf5765060d16d36f7d787f283e61513b6fa025d1b37c8b4c.zip→1248bf51c48a4325bf5765060d16d36f7d787f283e61513b6fa025d1b37c8b4c.exe,manual,1,1248bf51c48a4325bf5765060d16d36f7d787f283e61513b6fa025d1b37c8b4c,ba000790d0759848b49131957f4b53e9,8335440,7.9996,x86,2021-09-25 21:56:47,2021,2020_2022,5,0x10f,0x8540,1,1,0,0,2,0x400000,593920,1024,0,0,1,6.0,4.0,4,0,13888,.text,0,".text, .rdata, .data, .ndata, .rsrc",7.9366,4.725,1,1,1,0,0,2,1,2,1,2,1,0,1,165,7,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0.0061,0,0,1,0,0,15,1,8.0,0,0,0.07,3,36845,http://cacerts.digicert.com/DigiCertTrustedG4CodeSigningRSA4096SHA3842021CA1.crt0 | http://cacerts.digicert.com/DigiCertTrustedRootG4.crt0C | http://crl3.digicert.com/DigiCertTrustedG4CodeSigningRSA4096SHA3842021CA1.crl0S | http://crl3.digicert.com/DigiCertTrustedRootG4.crl0 | http://crl4.digicert.com/DigiCertTrustedG4CodeSigningRSA4096SHA3842021CA1.crl0 | http://ocsp.digicert.com0A | http://ocsp.digicert.com0\ | http://schemas.microsoft.com/SMI/2005/WindowsSettings | http://schemas.microsoft.com/SMI/2016/WindowsSettings | http://www.digicert.com/CPS0,1.0.0.0 | 6.0.0.0,,D.CN | V.EU | t.Ws,,10,2,1,0,0,1,0,1,0,,1,1,0,1,3,1,17,56,CRITICAL,PE checksum zeroed (packer artefact); RWX section (self-modifying unpacker); Dynamic API name strings in binary; Anti-debug/anti-analysis API imports; Base64-encoded blobs (encoded payload); Hardcoded file paths; High-entropy section (encrypted payload); URL / domain strings (C2 infrastructure); Overlay data (appended payload); Raw/virtual size mismatch (in-mem unpack); Network/C2 strings; Suspicious/non-standard section name; Crypto-related strings,Lumma,WEAK,Lumma:86% | Sality:80% | Trickbot:75% | Virut:75%
sality,1490af5dc5fa09c66d8d075885415f567ed0ce5588cec94eacc423135c494347.zip→1490af5dc5fa09c66d8d075885415f567ed0ce5588cec94eacc423135c494347.exe,manual,1,1490af5dc5fa09c66d8d075885415f567ed0ce5588cec94eacc423135c494347,de702692d6ed669c9cbcb3a0e3b6af34,13104040,7.9957,x86,2021-09-25 21:56:47,2021,2020_2022,5,0x10f,0x8540,1,1,0,0,2,0x400000,679936,1024,0,0,1,6.0,4.0,4,0,13888,.text,0,".text, .rdata, .data, .ndata, .rsrc",6.5356,4.4477,0,1,1,0,0,2,1,2,1,2,1,1,0,165,7,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0.0061,0,0,1,0,0,29,1,8.0,0,0,0.05,2,57725,http://cacerts.digicert.com/DigiCertAssuredIDRootCA.crt0E | http://cacerts.digicert.com/DigiCertTrustedG4CodeSigningRSA4096SHA3842021CA1.crt0 | http://cacerts.digicert.com/DigiCertTrustedG4RSA4096SHA256TimeStampingCA.crt0 | http://cacerts.digicert.com/DigiCertTrustedRootG4.crt0C | http://crl3.digicert.com/DigiCertAssuredIDRootCA.crl0 | http://crl3.digicert.com/DigiCertTrustedG4CodeSigningRSA4096SHA3842021CA1.crl0S | http://crl3.digicert.com/DigiCertTrustedG4RSA4096SHA256TimeStampingCA.crl0 | http://crl3.digicert.com/DigiCertTrustedRootG4.crl0 | http://crl4.digicert.com/DigiCertTrustedG4CodeSigningRSA4096SHA3842021CA1.crl0 | http://ocsp.digicert.com0A | http://ocsp.digicert.com0C | http://ocsp.digicert.com0X | http://ocsp.digicert.com0\ | http://www.digicert.com/CPS0,1.0.0.0 | 6.0.0.0,,Bf.pw | C.tk | Q.EU | h.eu,,14,2,1,0,0,1,0,1,1,<333377777777777::47444444444411111111111111000000,1,1,0,1,5,1,21,54,CRITICAL,PE checksum zeroed (packer artefact); RWX section (self-modifying unpacker); Dynamic API name strings in binary; Anti-debug/anti-analysis API imports; Base64-encoded blobs (encoded payload); Hardcoded file paths; URL / domain strings (C2 infrastructure); Overlay data (appended payload); Raw/virtual size mismatch (in-mem unpack); Network/C2 strings; Mutex name strings; Suspicious/non-standard section name; Crypto-related strings,Lumma,STRONG,Lumma:100% | Trickbot:75% | Zeus:75% | Virut:69%
sality,15c6840bc9c2de096c1a94d264da4d6d6cd148b7daf1b6399b76133a8a53b9d7.zip→15c6840bc9c2de096c1a94d264da4d6d6cd148b7daf1b6399b76133a8a53b9d7.exe,manual,1,15c6840bc9c2de096c1a94d264da4d6d6cd148b7daf1b6399b76133a8a53b9d7,0f283b779ee9ccf5582ce699bb9e2603,103140,6.5985,x86,2002-02-10 13:15:37,2002,pre_2015,1,0x10f,0x0,0,0,0,1,2,0x400000,86016,512,0,0,1,6.0,4.0,2,0,4160,.text,1,.text,7.8578,7.8578,1,0,0,0,0,1,1,1,0,0,0,0,1,2,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,-0.0,0,0,0.83,5,345,,,,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,37,HIGH,PE checksum zeroed (packer artefact); RWX section (self-modifying unpacker); No ASLR/DEP (legacy or manual build); Anti-debug/anti-analysis API imports; High-entropy section (encrypted payload); Overlay data (appended payload); Entry point in last section,Sality,PROBABLE,Sality:93% | Upatre:80% | Virut:75% | Zeus:75%
sality,160e27a3657f4f3be7bc08d8d9012a59aa616fa57cec4b0a85895329026ace97.zip→160e27a3657f4f3be7bc08d8d9012a59aa616fa57cec4b0a85895329026ace97.exe,manual,1,160e27a3657f4f3be7bc08d8d9012a59aa616fa57cec4b0a85895329026ace97,3ced05b0dc1f604cd6d2f0b05308276b,2069559,7.8694,x86,2004-10-13 15:10:17,2004,pre_2015,4,0x10f,0x0,0,0,0,1,2,0x400000,147456,4096,0,0,1,6.0,4.0,3,0,7581,.text,0,".text, .rdata, .data, .rsrc",7.5507,4.9022,1,0,0,0,0,2,1,2,1,1,1,0,1,78,2,0,0,1,4,0,0,1,1,0,0,0,0,1,0,0.0,0,0,0,0,0,11,1,7.9061,0,0,0.07,5,12112,,5.1.0.0 | 6.0.0.0,,,,0,2,0,1,0,0,0,1,0,,1,5,0,1,1,1,8,64,CRITICAL,PE checksum zeroed (packer artefact); RWX section (self-modifying unpacker); No ASLR/DEP (legacy or manual build); LoadLibrary+GetProcAddress (import hiding); Dynamic API name strings in binary; Unpacking API imports (VirtualAlloc etc.); Anti-debug/anti-analysis API imports; Base64-encoded blobs (encoded payload); Hardcoded file paths; High-entropy section (encrypted payload); Overlay data (appended payload); Network/C2 strings,Emotet,WEAK,Emotet:100% | Sality:100% | Upatre:100% | Zeus:100%
sality,1b4edc8ad9cda5c67e7c6bfbe6c98a18b642682e3c5f947aac1a30b7d5c9c322.zip→1b4edc8ad9cda5c67e7c6bfbe6c98a18b642682e3c5f947aac1a30b7d5c9c322.exe,manual,1,1b4edc8ad9cda5c67e7c6bfbe6c98a18b642682e3c5f947aac1a30b7d5c9c322,dc8f7c7a0c3593c9fdacba7eb4282614,147576,7.2802,x86,2005-04-06 08:15:09,2005,pre_2015,4,0x10f,0x0,0,0,0,1,3,0x400000,163840,1024,0,0,1,6.0,4.0,4,0,24495,.text,0,".text, .rdata, .data, .rsrc",7.9831,5.3881,1,0,0,0,0,2,1,2,1,1,0,1,1,118,3,0,0,1,4,1,1,1,5,0,0,0,0,1,0,0.0,0,0,1,0,0,1,1,7.1895,0,0,1.11,5,710,http://crl.verisign.com/Class3CodeSigning2001.crl0D | http://crl.verisign.com/ThawteTimestampingCA.crl0 | http://crl.verisign.com/pca3.crl0 | http://crl.verisign.com/tss-ca.crl0 | http://ocsp.verisign.com0 | http://www.autodesk.com | https://ocsp.verisign.com0 | https://www.verisign.com/rpa | https://www.verisign.com/rpa0,,,,,9,0,1,0,0,0,0,1,0,,1,2,0,1,1,0,0,69,CRITICAL,PE checksum zeroed (packer artefact); RWX section (self-modifying unpacker); No ASLR/DEP (legacy or manual build); LoadLibrary+GetProcAddress (import hiding); Dynamic API name strings in binary; Unpacking API imports (VirtualAlloc etc.); Anti-debug/anti-analysis API imports; Base64-encoded blobs (encoded payload); High-entropy section (encrypted payload); URL / domain strings (C2 infrastructure); Process injection API imports; Overlay data (appended payload); Network/C2 strings,Emotet,WEAK,Emotet:100% | Sality:100% | Upatre:100% | Zeus:92%
sality,20d84dd8c73993a1012d7a9d9b837aa118182cb16daf4169a266c0b48a708af7.zip→20d84dd8c73993a1012d7a9d9b837aa118182cb16daf4169a266c0b48a708af7.exe,manual,1,20d84dd8c73993a1012d7a9d9b837aa118182cb16daf4169a266c0b48a708af7,fa45b9c5e2a92b1b3d7d175c23ffc813,2496512,7.9605,x86,2016-09-30 22:35:56,2016,2015_2019,7,0x102,0x8140,1,1,0,0,2,0x400000,6422528,1024,0,0,1,10.0,5.1,1,0,4014168,.boot,1,"<empty>, <empty>, <empty>, <empty>, .imports, .themida, .boot",7.9614,5.6225,1,1,1,1,4,3,1,3,2,0,0,1,4,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,2.57,6,9959,,,,fS.Tk,,0,0,1,0,0,0,0,1,0,,0,0,0,0,0,1,7,43,HIGH,PE checksum zeroed (packer artefact); RWX section (self-modifying unpacker); Hardcoded file paths; High-entropy section (encrypted payload); URL / domain strings (C2 infrastructure); Raw/virtual size mismatch (in-mem unpack); Network/C2 strings; Suspicious/non-standard section name; Known packer section name detected; Entry point in last section,Sality,WEAK,Sality:67% | Virut:62% | Lumma:36% | Formbook:26%
sality,21f1b99116e1894e2a15ca5f429d36cdbd558190a1686e17ac3f0d7142cfc151.zip→21f1b99116e1894e2a15ca5f429d36cdbd558190a1686e17ac3f0d7142cfc151.exe,manual,1,21f1b99116e1894e2a15ca5f429d36cdbd558190a1686e17ac3f0d7142cfc151,c81df639d3c0ab32a7af39919426e317,148362,7.2215,x86,2020-11-16 18:13:42,2020,2020_2022,4,0x10f,0x0,0,0,0,1,2,0x400000,11681792,4096,0,0,1,6.0,4.0,3,0,37142,.text,0,".text, .rdata, .data, .rsrc",7.901,5.3785,1,0,1,0,0,2,1,2,2,0,1,0,1,54,4,0,0,1,4,0,0,1,3,0,0,0,0,1,0,0.0,0,0,0,0,0,3,1,6.0053,0,0,78.74,6,474,,1.0.0.0 | 6.0.0.0,,,,0,2,0,0,0,0,0,1,0,,1,2,0,1,1,0,0,64,CRITICAL,PE checksum zeroed (packer artefact); RWX section (self-modifying unpacker); No ASLR/DEP (legacy or manual build); LoadLibrary+GetProcAddress (import hiding); Dynamic API name strings in binary; Unpacking API imports (VirtualAlloc etc.); Anti-debug/anti-analysis API imports; Base64-encoded blobs (encoded payload); High-entropy section (encrypted payload); Overlay data (appended payload); Raw/virtual size mismatch (in-mem unpack); Network/C2 strings,Emotet,WEAK,Emotet:100% | Sality:100% | Upatre:100% | Zeus:92%
sality,237d4d3519c19e499ccf9becf595b3d74635a95ce50e28d464d15500e8558586.zip→237d4d3519c19e499ccf9becf595b3d74635a95ce50e28d464d15500e8558586.exe,manual,1,237d4d3519c19e499ccf9becf595b3d74635a95ce50e28d464d15500e8558586,778cb97c19ec1c2e8463ebca2d90bbca,362144,6.9208,x86,2016-06-28 17:56:24,2016,2015_2019,4,0x103,0x8100,0,1,0,0,3,0x400000,368640,1024,0,0,1,12.0,5.1,6,0,30270,.text,0,".text, .rdata, .data, .rsrc",7.2166,5.4731,1,0,0,0,0,2,1,2,1,1,0,1,1,122,6,0,0,1,2,1,1,1,5,0,0,1,2,1,0,0.0,0,0,1,0,0,3,1,7.4265,0,0,1.02,4,1578,http://crl.microsoft.com/pki/crl/products/MicCodSigPCA_08-31-2010.crl0Z | http://crl.microsoft.com/pki/crl/products/MicRooCerAut2011_2011_03_22.crl0^ | http://crl.microsoft.com/pki/crl/products/MicRooCerAut_2010-06-23.crl0Z | http://crl.microsoft.com/pki/crl/products/MicTimStaPCA_2010-07-01.crl0Z | http://crl.microsoft.com/pki/crl/products/MicrosoftTimeStampPCA.crl0X | http://crl.microsoft.com/pki/crl/products/microsoftrootcert.crl0T | http://www.microsoft.com/PKI/docs/CPS/default.htm0@ | http://www.microsoft.com/exporting | http://www.microsoft.com/exporting}}}}\f0\fs19 | http://www.microsoft.com/pki/certs/MicCodSigPCA_08-31-2010.crt0 | http://www.microsoft.com/pki/certs/MicRooCerAut2011_2011_03_22.crt0 | http://www.microsoft.com/pki/certs/MicRooCerAut_2010-06-23.crt0 | http://www.microsoft.com/pki/certs/MicTimStaPCA_2010-07-01.crt0 | http://www.microsoft.com/pki/certs/MicrosoftRootCert.crt0 | http://www.microsoft.com/pki/certs/MicrosoftTimeStampPCA.crt0 | http://www.microsoft.com/pkiops/certs/MicCodSigPCA2011_2011-07-08.crt0 | http://www.microsoft.com/pkiops/crl/MicCodSigPCA2011_2011-07-08.crl0a | http://www.microsoft.com/pkiops/docs/primarycps.htm0@ | http://www.sysinternals.com,,,Systinternals.com,,19,0,1,0,1,0,0,1,0,,1,2,0,1,2,1,1,69,CRITICAL,PE checksum zeroed (packer artefact); RWX section (self-modifying unpacker); LoadLibrary+GetProcAddress (import hiding); Dynamic API name strings in binary; Unpacking API imports (VirtualAlloc etc.); Anti-debug/anti-analysis API imports; Base64-encoded blobs (encoded payload); Hardcoded file paths; High-entropy section (encrypted payload); URL / domain strings (C2 infrastructure); Process injection API imports; Overlay data (appended payload); Network/C2 strings; Network/C2 API imports,Trickbot,WEAK,Trickbot:100% | Emotet:100% | Formbook:89% | Sality:87%
sality,25cccd07f6b6e3a314f78830308864675c5c18ee42a69db5cacdceb0b754acb4.zip→25cccd07f6b6e3a314f78830308864675c5c18ee42a69db5cacdceb0b754acb4.exe,manual,1,25cccd07f6b6e3a314f78830308864675c5c18ee42a69db5cacdceb0b754acb4,1e0ff9c3f982bb3959260ccfde2897f4,1026567,6.8145,x86,1992-06-19 22:22:17,1992,pre_2015,10,0x818e,0x0,0,0,0,1,2,0x400000,1056768,1024,0,0,1,2.25,4.0,5,0,901120,bouvxo,0,"code, data, bss, .idata, .tls, .rdata, .reloc, .rsrc, bouvxo, <empty>",7.0814,4.2609,1,1,0,0,1,3,1,2,3,3,0,3,1,464,12,0,0,1,3,1,1,1,8,0,0,1,2,1,0,0.0,0,0,0,0,1,61,1,-0.0,0,1,1.03,5,7344,http://freedns.afraid.org/api/?action=getdyndns&sha=a30fa98efc092684e8d1c5cff797bcc613562978 | http://xred.site50.net/syn/SSLLibrary.dll | http://xred.site50.net/syn/SUpdate.ini | http://xred.site50.net/syn/Synaptics.rar | https://docs.google.com/uc?id=0BxsMXGfPIZfSTmlVYkxhSDg5TzQ&export=download | https://docs.google.com/uc?id=0BxsMXGfPIZfSVlVsOGlEVGxuZVk&export=download | https://docs.google.com/uc?id=0BxsMXGfPIZfSVzUyaHFYVkQxeFk&export=download | https://www.dropbox.com/s/fzj752whr3ontsm/SSLLibrary.dll?dl=1 | https://www.dropbox.com/s/n1w4p8gc6jzo0sg/SUpdate.ini?dl=1 | https://www.dropbox.com/s/zhp1b06imehwylq/Synaptics.rar?dl=1,,,afraid.org | gmail.com | smtp.gmail.com | xred.mooo.com,,10,0,1,1,1,1,1,1,1,http://freedns.afraid.org/api/?action=getdyndns&sha=a30fa98efc092684e8d1c5cff797,1,10,0,1,21,1,16,88,CRITICAL,PE checksum zeroed (packer artefact); RWX section (self-modifying unpacker); No ASLR/DEP (legacy or manual build); LoadLibrary+GetProcAddress (import hiding); Dynamic API name strings in binary; Unpacking API imports (VirtualAlloc etc.); Anti-debug/anti-analysis API imports; Base64-encoded blobs (encoded payload); Hardcoded file paths; High-entropy section (encrypted payload); URL / domain strings (C2 infrastructure); Process injection API imports; Overlay data (appended payload); Network/C2 strings; Mutex name strings; Suspicious/non-standard section name; Timestamp anomaly (forged); TLS directory (pre-EP execution); Crypto-related strings; Injection-related strings; Network/C2 API imports,Trickbot,WEAK,Trickbot:100% | Emotet:100% | Formbook:100% | Lumma:100%
sality,276a55013af5996b82cf0a2534987adc19c8ce9b0277d5fc3e5bc8e90aab8545.zip→276a55013af5996b82cf0a2534987adc19c8ce9b0277d5fc3e5bc8e90aab8545.exe,manual,1,276a55013af5996b82cf0a2534987adc19c8ce9b0277d5fc3e5bc8e90aab8545,c4dc453499a1a346082a9b7620230c8f,741376,6.6933,x86,2002-11-29 14:54:24,2002,pre_2015,5,0x10f,0x0,0,0,0,1,2,0x400000,761856,4096,0,0,1,6.0,4.0,3,0,458328,.text,0,".text, .rdata, .data, .data1, .rsrc",7.896,5.1892,1,1,0,0,0,2,1,2,2,1,0,1,1,162,11,0,0,1,4,0,0,1,5,0,0,1,6,1,1,0.0062,0,0,0,0,0,5,0,0.0,0,0,1.03,5,2655,,,,v1.xyz,,0,0,1,0,1,0,0,1,0,,1,2,0,0,0,0,0,62,CRITICAL,PE checksum zeroed (packer artefact); RWX section (self-modifying unpacker); No ASLR/DEP (legacy or manual build); LoadLibrary+GetProcAddress (import hiding); Dynamic API name strings in binary; Unpacking API imports (VirtualAlloc etc.); Anti-debug/anti-analysis API imports; High-entropy section (encrypted payload); URL / domain strings (C2 infrastructure); Network/C2 strings; Suspicious/non-standard section name; Network/C2 API imports,Emotet,WEAK,Emotet:100% | Sality:100% | Virut:100% | Zeus:75%
sality,295cb7d68d38d06bc0218c99e5f4a8436637c356606c5e83f763a1a777a4c842.zip→295cb7d68d38d06bc0218c99e5f4a8436637c356606c5e83f763a1a777a4c842.exe,manual,1,295cb7d68d38d06bc0218c99e5f4a8436637c356606c5e83f763a1a777a4c842,40a59bbb66eed897d8d4a68e755c1c13,3556152,7.9963,x86,2018-12-15 22:26:14,2018,2015_2019,5,0x10f,0x8540,1,1,0,0,2,0x400000,1683456,1024,0,0,1,6.0,4.0,4,0,13199,.text,0,".text, .rdata, .data, .ndata, .rsrc",7.9651,4.7007,1,1,1,0,0,2,1,2,1,2,1,0,1,165,7,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0.0061,0,0,1,0,0,12,1,7.9975,0,0,0.47,3,15111,http://cacerts.digicert.com/DigiCertAssuredIDRootCA.crt0E | http://cacerts.digicert.com/DigiCertTrustedG4CodeSigningRSA4096SHA3842021CA1.crt0 | http://cacerts.digicert.com/DigiCertTrustedG4RSA4096SHA256TimeStampingCA.crt0 | http://cacerts.digicert.com/DigiCertTrustedRootG4.crt0C | http://crl3.digicert.com/DigiCertAssuredIDRootCA.crl0 | http://crl3.digicert.com/DigiCertTrustedG4CodeSigningRSA4096SHA3842021CA1.crl0S | http://crl3.digicert.com/DigiCertTrustedG4RSA4096SHA256TimeStampingCA.crl0 | http://crl3.digicert.com/DigiCertTrustedRootG4.crl0 | http://crl4.digicert.com/DigiCertTrustedG4CodeSigningRSA4096SHA3842021CA1.crl0 | http://ocsp.digicert.com0A | http://ocsp.digicert.com0C | http://ocsp.digicert.com0X | http://ocsp.digicert.com0\ | http://www.digicert.com/CPS0,1.0.0.0,,,,14,1,1,0,0,0,0,1,0,,1,1,0,1,5,1,5,54,CRITICAL,PE checksum zeroed (packer artefact); RWX section (self-modifying unpacker); Dynamic API name strings in binary; Anti-debug/anti-analysis API imports; Base64-encoded blobs (encoded payload); Hardcoded file paths; High-entropy section (encrypted payload); URL / domain strings (C2 infrastructure); Overlay data (appended payload); Raw/virtual size mismatch (in-mem unpack); Network/C2 strings; Suspicious/non-standard section name,Sality,WEAK,Sality:80% | Trickbot:75% | Virut:75% | Zeus:75%
sality,2a04208e8c8aaaf817cd501fbd33c25fee503d5718db169c2f7c8acac68e54bf.zip→2a04208e8c8aaaf817cd501fbd33c25fee503d5718db169c2f7c8acac68e54bf.exe,manual,1,2a04208e8c8aaaf817cd501fbd33c25fee503d5718db169c2f7c8acac68e54bf,442bce237ba5e8e1aea9332228767ea0,461824,4.4821,x86,2008-11-10 09:40:34,2008,pre_2015,4,0x103,0x8000,0,0,0,1,3,0x400000,475136,1024,0,0,1,9.0,5.0,4,0,11048,.text,0,".text, .rdata, .data, .rsrc",6.1805,4.9527,0,0,0,0,0,2,1,2,0,3,1,0,0,84,2,0,0,1,5,0,0,1,4,0,0,0,0,1,0,0.0,0,0,0,0,0,9,0,0.0,0,0,1.03,4,918,,,,wapiti.sourceforge.net | wapitiCore.net,,0,0,1,0,0,0,0,1,0,,1,2,0,0,0,1,8,56,CRITICAL,PE checksum zeroed (packer artefact); RWX section (self-modifying unpacker); No ASLR/DEP (legacy or manual build); LoadLibrary+GetProcAddress (import hiding); Dynamic API name strings in binary; Unpacking API imports (VirtualAlloc etc.); Anti-debug/anti-analysis API imports; Hardcoded file paths; URL / domain strings (C2 infrastructure); Network/C2 strings,Emotet,PROBABLE,Emotet:100% | Sality:87% | Zeus:83% | Virut:81%
