family,filename,source_note,is_malware,sha256,md5,file_size_bytes,file_entropy,architecture,compile_timestamp,timestamp_year,temporal_bucket,num_sections,characteristics,dll_characteristics,has_aslr,has_dep,has_cfg,no_protections,subsystem,image_base,size_of_image,size_of_headers,small_header_flag,checksum,checksum_is_zero,linker_version,os_version,used_data_directory_count,has_bound_imports,entry_point_rva,entry_point_section,ep_is_in_last_section,section_names,max_section_entropy,avg_section_entropy,high_entropy_flag,suspicious_section_name,raw_virtual_mismatch,packer_section_detected,empty_section_name_count,exec_section_count,rwx_section_flag,writable_exec_section_count,entropy_bucket_0_low,entropy_bucket_1,entropy_bucket_2,entropy_bucket_3,entropy_bucket_4_high,import_count,import_dll_count,zero_imports,few_imports_flag,unpack_imports_flag,unpack_imports_count,inject_imports_flag,inject_imports_count,anti_analysis_imports_flag,anti_analysis_imports_count,crypto_imports_flag,crypto_imports_count,network_imports_flag,network_imports_count,dynamic_resolution_flag,ordinal_only_import_count,ordinal_only_ratio,export_count,has_exports,has_digital_signature,has_debug_directory,has_tls,resource_count,has_overlay,overlay_entropy,ep_rva_zero,timestamp_anomaly,size_of_image_vs_file,packing_score,total_string_count,extracted_urls,extracted_ips,extracted_onions,extracted_domains,extracted_useragents,url_count,ip_count,has_url_strings,has_shell_strings,has_registry_strings,has_crypto_strings,has_inject_strings,has_network_strings,has_mutex_strings,extracted_mutexes,has_dynamic_api_strings,dynamic_api_string_count,has_useragent_strings,has_base64_blobs,base64_blob_count,has_filepath_strings,filepath_string_count,triage_score,triage_tier,triage_fired,family_match,family_confidence,family_scores
benign,uhssvc.exe,manual,0,4b1becda7c202198bb33fe5b750c1db5ba3b7d43554a4b557c342ac6e138a57f,dc9d40a4f86e2a16384fe7c1941037f2,370560,5.9585,x64,2064-07-23 22:20:54,2064,timestamp_invalid,6,0x22,0xc160,1,1,1,0,3,0x140000000,380928,1024,0,392008,0,14.20,10.0,8,0,197008,.text,0,".text, .rdata, .data, .pdata, .rsrc, .reloc",6.2545,4.8669,0,0,0,0,0,1,0,0,1,4,1,0,0,260,58,0,0,1,2,0,0,1,5,0,0,1,2,1,0,0.0,0,0,1,1,0,2,1,7.4501,0,1,1.03,2,1467,http://crl.microsoft.com/pki/crl/products/MicRooCerAut_2010-06-23.crl0Z | http://schemas.microsoft.com/windows/2004/02/mit/task | http://www.microsoft.com/pki/certs/MicRooCerAut_2010-06-23.crt0 | http://www.microsoft.com/pkiops/Docs/Repository.htm0 | http://www.microsoft.com/pkiops/certs/MicWinProPCA2011_2011-10-19.crt0 | http://www.microsoft.com/pkiops/certs/Microsoft%20Time-Stamp%20PCA%202010(1).crt0 | http://www.microsoft.com/pkiops/crl/MicWinProPCA2011_2011-10-19.crl0a | http://www.microsoft.com/pkiops/crl/Microsoft%20Time-Stamp%20PCA%202010(1).crl0l | http://www.microsoft.com/windows0,,,,,9,0,1,0,0,0,1,0,0,,1,1,0,1,17,0,0,41,HIGH,LoadLibrary+GetProcAddress (import hiding); Dynamic API name strings in binary; Unpacking API imports (VirtualAlloc etc.); Anti-debug/anti-analysis API imports; Base64-encoded blobs (encoded payload); URL / domain strings (C2 infrastructure); Overlay data (appended payload); Timestamp anomaly (forged); Injection-related strings; Network/C2 API imports,N/A (benign),N/A,
benign,unifiedinstaller.dll,manual,0,a0406bdeb9362847e70b6d413af03d5a69c8f26d3aa39fce3b9f26e4d5995ff3,a00ea9c99221b10e4b2a4f4cab8110bc,177024,6.0836,x64,2065-10-07 06:05:16,2065,timestamp_invalid,5,0x2022,0x4160,1,1,1,0,3,0x180000000,188416,1024,0,230595,0,14.20,10.0,8,0,97824,.text,0,".text, .rdata, .data, .pdata, .reloc",6.2113,4.2792,0,0,0,0,0,1,0,0,2,2,1,0,0,174,50,0,0,1,2,0,0,1,3,0,0,1,2,0,0,0.0,3,1,1,1,0,0,1,7.4498,0,1,1.06,1,887,http://crl.microsoft.com/pki/crl/products/MicRooCerAut_2010-06-23.crl0Z | http://www.microsoft.com/pki/certs/MicRooCerAut_2010-06-23.crt0 | http://www.microsoft.com/pkiops/Docs/Repository.htm0 | http://www.microsoft.com/pkiops/certs/MicWinProPCA2011_2011-10-19.crt0 | http://www.microsoft.com/pkiops/certs/Microsoft%20Time-Stamp%20PCA%202010(1).crt0 | http://www.microsoft.com/pkiops/crl/MicWinProPCA2011_2011-10-19.crl0a | http://www.microsoft.com/pkiops/crl/Microsoft%20Time-Stamp%20PCA%202010(1).crl0l | http://www.microsoft.com/windows0,,,,,8,0,1,0,0,0,1,0,0,,1,1,0,1,11,0,0,34,HIGH,Dynamic API name strings in binary; Unpacking API imports (VirtualAlloc etc.); Anti-debug/anti-analysis API imports; Base64-encoded blobs (encoded payload); URL / domain strings (C2 infrastructure); Overlay data (appended payload); Timestamp anomaly (forged); Injection-related strings; Network/C2 API imports,N/A (benign),N/A,
benign,vccorlib140.dll,manual,0,c4ac9e46f541cbd2efec6c9be5b1972cac20925a3d50fd60f401a8b2b92e26c9,fa85d2b055707a2bc20b10d7bd11b284,351848,6.0501,x64,2022-08-09 03:54:45,2022,2020_2022,6,0x2022,0x4160,1,1,1,0,3,0x180000000,344064,1024,0,375215,0,14.44,6.0,9,0,166832,.text,0,".text, .rdata, .data, .pdata, .rsrc, .reloc",6.2288,4.9719,0,0,0,0,0,1,0,0,1,4,1,0,0,114,14,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0.0,256,1,1,1,0,2,1,7.5003,0,0,0.98,1,1233,http://crl.microsoft.com/pki/crl/products/MicRooCerAut2011_2011_03_22.crl0^ | http://crl.microsoft.com/pki/crl/products/MicRooCerAut_2010-06-23.crl0Z | http://www.microsoft.com/pki/certs/MicRooCerAut2011_2011_03_22.crt0 | http://www.microsoft.com/pki/certs/MicRooCerAut2011_2011_03_22.crt0 | http://www.microsoft.com/pki/certs/MicRooCerAut_2010-06-23.crt0 | http://www.microsoft.com/pkiops/Docs/Repository.htm0 | http://www.microsoft.com/pkiops/certs/MicCodSigPCA2011_2011-07-08.crt0 | http://www.microsoft.com/pkiops/certs/Microsoft%20Time-Stamp%20PCA%202010(1).crt0 | http://www.microsoft.com/pkiops/certs/Microsoft%20Windows%20Third%20Party%20Component%20CA%202013.crt0 | http://www.microsoft.com/pkiops/crl/MicCodSigPCA2011_2011-07-08.crl0a | http://www.microsoft.com/pkiops/crl/Microsoft%20Time-Stamp%20PCA%202010(1).crl0l | http://www.microsoft.com/pkiops/crl/Microsoft%20Windows%20Third%20Party%20Component%20CA%202013.crl0 | http://www.microsoft.com/pkiops/docs/primarycps.htm0@ | http://www.microsoft.com0,,,,,14,0,1,0,0,0,0,0,0,,1,1,0,0,0,1,1,27,MEDIUM,Dynamic API name strings in binary; Unpacking API imports (VirtualAlloc etc.); Anti-debug/anti-analysis API imports; Hardcoded file paths; URL / domain strings (C2 infrastructure); Overlay data (appended payload),N/A (benign),N/A,
benign,vcruntime140.dll,manual,0,60b813f8b87ff4fa344f081c163c1a2234b5e3e41f748721c28fbdecbcfecb8a,ec0117040bd1e880088753d9b8467234,124520,6.5614,x64,1971-04-20 04:26:50,1971,pre_2015,8,0x2022,0x4160,1,1,1,0,3,0x180000000,126976,1024,0,173615,0,14.44,6.0,9,0,66640,.text,0,".text, fothk, .rdata, .data, .pdata, _rdata, .rsrc, .reloc",6.407,3.7366,0,1,0,0,0,2,0,0,4,3,1,0,0,45,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,71,1,1,1,0,1,1,7.5002,0,1,1.02,0,819,http://crl.microsoft.com/pki/crl/products/MicRooCerAut2011_2011_03_22.crl0^ | http://crl.microsoft.com/pki/crl/products/MicRooCerAut_2010-06-23.crl0Z | http://www.microsoft.com/pki/certs/MicRooCerAut2011_2011_03_22.crt0 | http://www.microsoft.com/pki/certs/MicRooCerAut2011_2011_03_22.crt0 | http://www.microsoft.com/pki/certs/MicRooCerAut_2010-06-23.crt0 | http://www.microsoft.com/pkiops/Docs/Repository.htm0 | http://www.microsoft.com/pkiops/certs/MicCodSigPCA2011_2011-07-08.crt0 | http://www.microsoft.com/pkiops/certs/Microsoft%20Time-Stamp%20PCA%202010(1).crt0 | http://www.microsoft.com/pkiops/certs/Microsoft%20Windows%20Third%20Party%20Component%20CA%202013.crt0 | http://www.microsoft.com/pkiops/crl/MicCodSigPCA2011_2011-07-08.crl0a | http://www.microsoft.com/pkiops/crl/Microsoft%20Time-Stamp%20PCA%202010(1).crl0l | http://www.microsoft.com/pkiops/crl/Microsoft%20Windows%20Third%20Party%20Component%20CA%202013.crl0 | http://www.microsoft.com/pkiops/docs/primarycps.htm0@ | http://www.microsoft.com0,,,,,14,0,1,0,0,0,0,0,0,,1,1,0,0,0,1,1,25,MEDIUM,Dynamic API name strings in binary; Anti-debug/anti-analysis API imports; Hardcoded file paths; URL / domain strings (C2 infrastructure); Overlay data (appended payload); Suspicious/non-standard section name; Timestamp anomaly (forged),N/A (benign),N/A,
benign,vcruntime140_1.dll,manual,0,e30b3f4979b63b50438d061858c9cde962f4494e585c627a11c98b6c5b7b2592,851760a3cc87354e057985e42e69f425,49792,6.7178,x64,2073-02-11 09:52:26,2073,timestamp_invalid,6,0x2022,0x4160,1,1,1,0,3,0x180000000,49152,1024,0,86562,0,14.44,6.0,9,0,16720,.text,0,".text, .rdata, .data, .pdata, .rsrc, .reloc",6.364,3.726,0,0,0,0,0,1,0,0,4,1,1,0,0,39,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,3,1,1,1,0,1,1,7.5089,0,1,0.99,0,481,http://crl.microsoft.com/pki/crl/products/MicRooCerAut2011_2011_03_22.crl0^ | http://crl.microsoft.com/pki/crl/products/MicRooCerAut_2010-06-23.crl0Z | http://www.microsoft.com/pki/certs/MicRooCerAut2011_2011_03_22.crt0 | http://www.microsoft.com/pki/certs/MicRooCerAut2011_2011_03_22.crt0 | http://www.microsoft.com/pki/certs/MicRooCerAut_2010-06-23.crt0 | http://www.microsoft.com/pkiops/Docs/Repository.htm0 | http://www.microsoft.com/pkiops/certs/MicCodSigPCA2011_2011-07-08.crt0 | http://www.microsoft.com/pkiops/certs/Microsoft%20Time-Stamp%20PCA%202010(1).crt0 | http://www.microsoft.com/pkiops/certs/Microsoft%20Windows%20Third%20Party%20Component%20CA%202013.crt0 | http://www.microsoft.com/pkiops/crl/MicCodSigPCA2011_2011-07-08.crl0a | http://www.microsoft.com/pkiops/crl/Microsoft%20Time-Stamp%20PCA%202010(1).crl0l | http://www.microsoft.com/pkiops/crl/Microsoft%20Windows%20Third%20Party%20Component%20CA%202013.crl0 | http://www.microsoft.com/pkiops/docs/primarycps.htm0@ | http://www.microsoft.com0,,,,,14,0,1,0,0,0,0,0,0,,1,1,0,0,0,1,1,22,MEDIUM,Dynamic API name strings in binary; Anti-debug/anti-analysis API imports; Hardcoded file paths; URL / domain strings (C2 infrastructure); Overlay data (appended payload); Timestamp anomaly (forged),N/A (benign),N/A,
benign,vcruntime140_threads.dll,manual,0,bf5808c9d0401d1514688ce5b56fcfcaceed0bfb339a377a60e55dfdde4f02aa,ed7d0b61f0b1da64d9169f605cbd4eb4,38504,6.8029,x64,1993-11-24 08:07:27,1993,pre_2015,6,0x2022,0x4160,1,1,1,0,3,0x180000000,36864,1024,0,63995,0,14.44,6.0,9,0,9104,.text,0,".text, .rdata, .data, .pdata, .rsrc, .reloc",6.0661,3.0699,0,0,0,0,0,1,0,0,4,1,1,0,0,56,5,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0.0,28,1,1,1,0,1,1,7.5079,0,1,0.96,1,394,http://crl.microsoft.com/pki/crl/products/MicRooCerAut2011_2011_03_22.crl0^ | http://crl.microsoft.com/pki/crl/products/MicRooCerAut_2010-06-23.crl0Z | http://www.microsoft.com/pki/certs/MicRooCerAut2011_2011_03_22.crt0 | http://www.microsoft.com/pki/certs/MicRooCerAut2011_2011_03_22.crt0 | http://www.microsoft.com/pki/certs/MicRooCerAut_2010-06-23.crt0 | http://www.microsoft.com/pkiops/Docs/Repository.htm0 | http://www.microsoft.com/pkiops/certs/MicCodSigPCA2011_2011-07-08.crt0 | http://www.microsoft.com/pkiops/certs/Microsoft%20Time-Stamp%20PCA%202010(1).crt0 | http://www.microsoft.com/pkiops/certs/Microsoft%20Windows%20Third%20Party%20Component%20CA%202013.crt0 | http://www.microsoft.com/pkiops/crl/MicCodSigPCA2011_2011-07-08.crl0a | http://www.microsoft.com/pkiops/crl/Microsoft%20Time-Stamp%20PCA%202010(1).crl0l | http://www.microsoft.com/pkiops/crl/Microsoft%20Windows%20Third%20Party%20Component%20CA%202013.crl0 | http://www.microsoft.com/pkiops/docs/primarycps.htm0@ | http://www.microsoft.com0,,,,,14,0,1,0,0,0,0,0,0,,0,0,0,0,0,1,1,22,MEDIUM,Unpacking API imports (VirtualAlloc etc.); Anti-debug/anti-analysis API imports; Hardcoded file paths; URL / domain strings (C2 infrastructure); Overlay data (appended payload); Timestamp anomaly (forged),N/A (benign),N/A,
benign,wab32res.dll.mui,manual,0,453862e67ce88ebc60d5061874996c0f62cfbba2243ef7eb7a7fd2cb0538bb60,2e98a1b7630c687e55730d2e94b19c28,94208,3.658,x86,1970-01-01 00:00:00,0,timestamp_invalid,2,0x2102,0x540,1,1,0,0,2,0x10000000,102400,512,0,99180,0,14.20,10.0,2,0,0,unknown,0,".rdata, .rsrc",3.6639,2.7191,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,137,0,0.0,1,1,1.09,1,9,,,,,,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,0,0,9,LOW,Base64-encoded blobs (encoded payload); Zero import table (manual loading); Timestamp anomaly (forged),N/A (benign),N/A,
emotet,00dce1e20b8469aecc0938f2ddec66b813c12dedb50b0b67c3e6a3032c3ca0b0.zip→00dce1e20b8469aecc0938f2ddec66b813c12dedb50b0b67c3e6a3032c3ca0b0.exe,manual,1,00dce1e20b8469aecc0938f2ddec66b813c12dedb50b0b67c3e6a3032c3ca0b0,67a284d0a8a8886aa50679f297c828b3,176128,6.477,x86,2019-10-06 18:31:34,2019,2015_2019,4,0x103,0x0,0,0,0,1,2,0x400000,176128,4096,0,224353,0,8.0,4.0,6,0,10065,.text,0,".text, .rdata, .data, .rsrc",6.5896,3.9265,0,0,0,0,0,1,0,0,2,0,1,1,0,90,3,0,0,1,5,0,0,1,5,0,0,0,0,1,0,0.0,1,1,0,1,0,4,0,0.0,0,0,1.0,3,444,,,,,,0,0,0,0,0,1,0,1,0,,1,2,0,1,18,1,1,43,HIGH,No ASLR/DEP (legacy or manual build); LoadLibrary+GetProcAddress (import hiding); Dynamic API name strings in binary; Unpacking API imports (VirtualAlloc etc.); Anti-debug/anti-analysis API imports; Base64-encoded blobs (encoded payload); Hardcoded file paths; Network/C2 strings; Crypto-related strings,Emotet,PROBABLE,Emotet:100% | Trickbot:81% | Lumma:71% | Zeus:67%
emotet,02b283f8f67578c289c8ad4f95fd764cca9519206d122b99146ccba25e5e6b06.zip→02b283f8f67578c289c8ad4f95fd764cca9519206d122b99146ccba25e5e6b06.dll,manual,1,02b283f8f67578c289c8ad4f95fd764cca9519206d122b99146ccba25e5e6b06,8e95a4938a85207f04052566b2151de8,58880,6.6418,x86,2020-09-16 12:11:31,2020,2020_2022,4,0x2102,0x140,1,1,0,0,2,0x10000000,73728,1024,0,0,1,12.0,6.0,3,0,10160,.text,0,".text, .rdata, .data, .reloc",6.7748,4.3585,0,0,0,0,0,1,0,0,2,1,0,1,0,21,2,0,0,1,4,0,0,1,1,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,1.25,2,248,,,,,,0,0,0,0,0,0,0,1,0,,1,2,0,0,0,0,0,34,HIGH,PE checksum zeroed (packer artefact); LoadLibrary+GetProcAddress (import hiding); Dynamic API name strings in binary; Unpacking API imports (VirtualAlloc etc.); Anti-debug/anti-analysis API imports; Network/C2 strings,Emotet,STRONG,Emotet:100% | Trickbot:56% | Upatre:50% | Zeus:50%
emotet,0442c122d6e81814ff1393a1cf430a4173acdf1b9df8228fe7bd3fc32455a9cc.zip→0442c122d6e81814ff1393a1cf430a4173acdf1b9df8228fe7bd3fc32455a9cc.exe,manual,1,0442c122d6e81814ff1393a1cf430a4173acdf1b9df8228fe7bd3fc32455a9cc,fe1097b9754d8e3c54c7f54c68c4dabd,631296,6.8236,x64,2023-03-06 20:17:34,2023,2023_plus,10,0x222e,0x0,0,0,0,1,3,0x400000,737280,1536,0,0,1,8.0,5.2,5,0,4864,.text,0,".text, .rodata, .data, .tls, .pdata, .xdata, .idata, .edata, .rsrc, .reloc",7.8346,4.7727,1,1,0,0,0,1,0,0,2,3,4,0,1,82,2,0,0,1,4,0,0,1,5,0,0,0,0,1,0,0.0,252,1,0,0,0,5,0,0.0,0,0,1.17,4,3718,,,,,,0,0,0,0,0,0,0,1,0,,1,2,0,0,0,1,2,50,CRITICAL,PE checksum zeroed (packer artefact); No ASLR/DEP (legacy or manual build); LoadLibrary+GetProcAddress (import hiding); Dynamic API name strings in binary; Unpacking API imports (VirtualAlloc etc.); Anti-debug/anti-analysis API imports; Hardcoded file paths; High-entropy section (encrypted payload); Network/C2 strings; Suspicious/non-standard section name,Emotet,PROBABLE,Emotet:100% | Zeus:83% | Virut:81% | Sality:73%
emotet,0452908a27eb9abf853e8d1b099322a77f2ecb4096be26499457f844de273377.zip→0452908a27eb9abf853e8d1b099322a77f2ecb4096be26499457f844de273377.dll,manual,1,0452908a27eb9abf853e8d1b099322a77f2ecb4096be26499457f844de273377,bb1bc8e7ae4e31eee7b117a825b576e9,129024,7.0255,x86,2020-10-22 22:33:23,2020,2020_2022,4,0x2102,0x140,1,1,0,0,2,0x10000000,143360,1024,0,0,1,12.0,6.0,2,0,10160,.text,0,".text, .rdata, .data, .reloc",7.1054,4.533,1,0,1,0,0,1,0,0,2,1,0,0,1,21,2,0,0,1,4,0,0,1,1,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,1.11,4,491,,,,,,0,0,0,0,0,0,0,1,0,,1,2,0,0,0,0,0,41,HIGH,PE checksum zeroed (packer artefact); LoadLibrary+GetProcAddress (import hiding); Dynamic API name strings in binary; Unpacking API imports (VirtualAlloc etc.); Anti-debug/anti-analysis API imports; High-entropy section (encrypted payload); Raw/virtual size mismatch (in-mem unpack); Network/C2 strings,Emotet,STRONG,Emotet:100% | Sality:60% | Trickbot:56% | Upatre:50%
emotet,09819925fdc296619617875dc4a026ed5657b455c0520c53729430e951e752f2.zip→09819925fdc296619617875dc4a026ed5657b455c0520c53729430e951e752f2.exe,manual,1,09819925fdc296619617875dc4a026ed5657b455c0520c53729430e951e752f2,276d2ef178f1d319a7ab74aee99917bf,282624,6.1767,x86,2019-09-27 06:48:27,2019,2015_2019,4,0x10f,0x0,0,0,0,1,2,0x400000,155648,1024,0,0,1,2.50,4.0,3,0,4240,.text,0,".text, .rdata, .data, .rsrc",6.7556,5.169,0,0,0,0,0,1,0,0,1,2,0,1,0,87,4,0,0,1,2,0,0,1,1,0,0,0,0,1,0,0.0,0,0,0,0,0,5,1,4.8692,0,0,0.55,3,1824,,,,,,0,0,0,0,0,1,0,1,0,,1,4,0,1,93,1,1,53,CRITICAL,PE checksum zeroed (packer artefact); No ASLR/DEP (legacy or manual build); LoadLibrary+GetProcAddress (import hiding); Dynamic API name strings in binary; Unpacking API imports (VirtualAlloc etc.); Anti-debug/anti-analysis API imports; Base64-encoded blobs (encoded payload); Hardcoded file paths; Overlay data (appended payload); Network/C2 strings; Crypto-related strings,Emotet,WEAK,Emotet:100% | Upatre:100% | Zeus:100% | Trickbot:94%
emotet,0a91ca038be80280f9e9e300dafd4490be9269d1ad7649f102aa5c58b7d7a9db.zip→0a91ca038be80280f9e9e300dafd4490be9269d1ad7649f102aa5c58b7d7a9db.exe,manual,1,0a91ca038be80280f9e9e300dafd4490be9269d1ad7649f102aa5c58b7d7a9db,4a0e07690ba066341d7cd8df29daf966,503808,6.5917,x86,2019-10-06 14:35:56,2019,2015_2019,4,0x103,0x8000,0,0,0,1,2,0x400000,532480,1024,0,554869,0,9.0,5.0,6,0,202476,.text,0,".text, .rdata, .data, .rsrc",6.8618,5.6529,0,0,0,0,0,1,0,0,0,2,0,2,0,439,10,0,0,1,5,0,0,1,5,0,0,0,0,1,0,0.0,1,1,0,0,0,115,0,0.0,0,0,1.06,3,2009,,,,,,0,0,0,0,1,0,0,0,0,,1,2,0,0,0,1,10,33,HIGH,No ASLR/DEP (legacy or manual build); LoadLibrary+GetProcAddress (import hiding); Dynamic API name strings in binary; Unpacking API imports (VirtualAlloc etc.); Anti-debug/anti-analysis API imports; Hardcoded file paths,Emotet,STRONG,Emotet:100% | Zeus:67% | Trickbot:62% | Upatre:60%
emotet,0bc5d04c3309f23a877f88efba059f0b45265d2a6bc595d9b0a024918cbabe12.zip→0bc5d04c3309f23a877f88efba059f0b45265d2a6bc595d9b0a024918cbabe12.exe,manual,1,0bc5d04c3309f23a877f88efba059f0b45265d2a6bc595d9b0a024918cbabe12,189191189866ef9d6b90318cdbcf242d,11631616,7.9987,x86,1970-01-01 00:00:00,0,timestamp_invalid,4,0x30f,0x0,0,0,0,1,2,0x400000,11644928,1024,0,11633855,0,6.0,4.0,3,0,5341,.text,0,".text, .rdata, .bss, .rsrc",7.9987,4.2222,1,0,0,0,0,1,0,0,1,2,0,0,1,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0.0,0,1,1.0,2,71108,http://www.w3.org/2001/XMLSchema-instance,6.2.8.2,,l.rU | n.Cc | u3bo.Pw,,1,1,1,0,0,1,0,1,0,,0,0,0,0,0,1,23,24,MEDIUM,No ASLR/DEP (legacy or manual build); Hardcoded file paths; High-entropy section (encrypted payload); URL / domain strings (C2 infrastructure); Network/C2 strings; Timestamp anomaly (forged); Crypto-related strings,Lumma,WEAK,Lumma:43% | Zeus:33% | Virut:31% | Sality:27%
emotet,0d4382170cd8e23611d31dc57a73c77af0d386031c907e10097ab6fd5554b642.zip→0d4382170cd8e23611d31dc57a73c77af0d386031c907e10097ab6fd5554b642.dll,manual,1,0d4382170cd8e23611d31dc57a73c77af0d386031c907e10097ab6fd5554b642,d03bf3268f96aae74facc150cd24ffd3,58880,6.7093,x86,2020-09-25 20:51:37,2020,2020_2022,4,0x2102,0x140,1,1,0,0,2,0x10000000,73728,1024,0,0,1,12.0,6.0,2,0,10160,.text,0,".text, .rdata, .data, .reloc",6.8597,4.4714,0,0,1,0,0,1,0,0,2,1,0,1,0,21,2,0,0,1,4,0,0,1,1,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,1.25,3,238,,,,,,0,0,0,0,0,0,0,1,0,,1,2,0,0,0,0,0,37,HIGH,PE checksum zeroed (packer artefact); LoadLibrary+GetProcAddress (import hiding); Dynamic API name strings in binary; Unpacking API imports (VirtualAlloc etc.); Anti-debug/anti-analysis API imports; Raw/virtual size mismatch (in-mem unpack); Network/C2 strings,Emotet,STRONG,Emotet:100% | Trickbot:56% | Upatre:50% | Zeus:50%
emotet,212e451f8d47c3b1df3364edb01d7cb4b6d6de811a92d038701ccbdc8581f017.zip→212e451f8d47c3b1df3364edb01d7cb4b6d6de811a92d038701ccbdc8581f017.exe,manual,1,212e451f8d47c3b1df3364edb01d7cb4b6d6de811a92d038701ccbdc8581f017,4e431197b0ec80f9d1feaa4287513d80,116665,7.2594,x86,2018-05-17 01:17:00,2018,2015_2019,3,0x10f,0x0,0,0,0,1,2,0x400000,114688,512,0,159101,0,2.50,4.0,3,0,11228,.text,0,".text, .rdata, .data",7.4607,6.0323,1,0,0,0,0,1,0,0,0,1,1,0,1,508,9,0,0,1,10,1,4,1,8,0,0,0,0,1,0,0.0,0,0,1,0,0,0,1,7.5137,0,0,0.98,4,813,http://crl.sectigo.com/SectigoRSATimeStampingCA.crl0t | http://crl.usertrust.com/USERTrustRSACertificationAuthority.crl0v | http://crt.sectigo.com/SectigoRSATimeStampingCA.crt0# | http://crt.usertrust.com/USERTrustRSAAddTrustCA.crt0% | http://ocsp.sectigo.com0 | http://ocsp.usertrust.com0 | https://sectigo.com/CPS0D,,,,,7,0,1,0,0,0,0,0,1,cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,1,4,0,1,1,0,0,53,CRITICAL,No ASLR/DEP (legacy or manual build); LoadLibrary+GetProcAddress (import hiding); Dynamic API name strings in binary; Unpacking API imports (VirtualAlloc etc.); Anti-debug/anti-analysis API imports; Base64-encoded blobs (encoded payload); High-entropy section (encrypted payload); URL / domain strings (C2 infrastructure); Process injection API imports; Overlay data (appended payload); Mutex name strings,Emotet,PROBABLE,Emotet:100% | Upatre:90% | Trickbot:81% | Zeus:75%
emotet,2c5bc2c4ec802a3f138a7a94dbcdab2c915e885590d4756685f669a685fc4365.zip→2c5bc2c4ec802a3f138a7a94dbcdab2c915e885590d4756685f669a685fc4365.dll,manual,1,2c5bc2c4ec802a3f138a7a94dbcdab2c915e885590d4756685f669a685fc4365,c937b6091e776caf4069155ac8a3c4c8,58368,6.6673,x86,2020-09-18 19:25:19,2020,2020_2022,4,0x2102,0x140,1,1,0,0,2,0x10000000,73728,1024,0,0,1,12.0,6.0,2,0,10160,.text,0,".text, .rdata, .data, .reloc",6.8156,4.467,0,0,1,0,0,1,0,0,2,1,0,1,0,21,2,0,0,1,4,0,0,1,1,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,1.26,3,238,,,,,,0,0,0,0,0,0,0,1,0,,1,2,0,0,0,0,0,37,HIGH,PE checksum zeroed (packer artefact); LoadLibrary+GetProcAddress (import hiding); Dynamic API name strings in binary; Unpacking API imports (VirtualAlloc etc.); Anti-debug/anti-analysis API imports; Raw/virtual size mismatch (in-mem unpack); Network/C2 strings,Emotet,STRONG,Emotet:100% | Trickbot:56% | Upatre:50% | Zeus:50%
emotet,3b63193b80192cb258d434e8e9ad61f221c25c6603a6c92fc6ccee5c18f7dfd7.zip→3b63193b80192cb258d434e8e9ad61f221c25c6603a6c92fc6ccee5c18f7dfd7.exe,manual,1,3b63193b80192cb258d434e8e9ad61f221c25c6603a6c92fc6ccee5c18f7dfd7,200f58b5f543f1b4b538412efefe22b4,369664,6.8002,x86,2020-10-16 20:45:05,2020,2020_2022,5,0x102,0x8000,0,0,0,1,2,0x400000,401408,1024,0,425392,0,9.0,5.0,7,0,60665,.text,0,".text, .rdata, .data, .rsrc, .reloc",7.5808,5.1907,1,0,0,0,0,1,0,0,2,1,0,1,1,235,7,0,0,1,5,0,0,1,5,0,0,0,0,1,0,0.0,0,0,0,1,0,70,0,0.0,0,0,1.09,4,1888,,6.0.0.0,,,,0,1,0,0,0,0,0,0,0,,1,2,0,1,1,1,1,43,HIGH,No ASLR/DEP (legacy or manual build); LoadLibrary+GetProcAddress (import hiding); Dynamic API name strings in binary; Unpacking API imports (VirtualAlloc etc.); Anti-debug/anti-analysis API imports; Base64-encoded blobs (encoded payload); Hardcoded file paths; High-entropy section (encrypted payload),Emotet,PROBABLE,Emotet:100% | Trickbot:81% | Zeus:67% | Formbook:63%
